textbook_id,textbook_name,medium,grade,subject,day_of_created_on,qr_coverage,qr_codes_linked_to_content,total_qr_codes
do_3134941661652828161289,Understanding Of ICT in Education,English,Class 9;Others;Class 10;CPD;Class 1;Class 11;Class 2;Class 12;Class 3;Class 4;Class 5;Class 6;Class 7;Class 8,ICT;Information And Communication Technology;Education,14/03/2022,100,39,39
do_31304270483372441611703,A Pact With The Sun (Class 6),English,Class 6,English,14/06/2020,0,0,0
do_31304275485156147212950,An Alien Hand (Class 7),English,Class 7,English,14/06/2020,0,0,0
do_31304319994698137614928,Beehive (Class 9),English,Class 9,English,15/06/2020,0,0,0
do_3130349792046694401952,Class 10 Mathematics,English,Class 10,Mathematics,03/06/2020,0,0,0
do_31304327401913548816088,Class 10 Science,English,Class 10,Science,15/06/2020,0,0,0
do_3130349523764920321526,Class 6 Mathematics,English,Class 6,Mathematics,03/06/2020,0,0,0
do_3130349587322716161867,Class 7 Mathematics,English,Class 7,Mathematics,03/06/2020,0,0,0
do_31304275639695769612146,Class 7 Science,English,Class 7,Science,14/06/2020,0,0,0
do_3130349808557506561338,Class 8 Mathematics,English,Class 8,Mathematics,03/06/2020,0,0,0
do_31304287434395648014291,Class 8 Science,English,Class 8,Science,14/06/2020,0,0,0
do_31304319916077875215386,Class 9 Economics,English,Class 9,Economics,15/06/2020,0,0,0
do_3130349745145856001492,Class 9 Mathematics,English,Class 9,Mathematics,03/06/2020,0,0,0
do_31304321071601254413158,Class 9 Science (Delhi SCERT),English,Class 9,Science,15/06/2020,0,0,0
do_31304320371701350412929,Contemporary India  I (Class 9),English,Class 9,Geography,15/06/2020,0,0,0
do_31304325140698726413444,Contemporary India II (Class 10),English,Class 10,Geography,15/06/2020,0,0,0
do_3128968873113681921201,Coordinate Geometry,Hindi,Class 9,Mathematics,21/11/2019,100,1,1
do_31313957268771635212534,Delhi_ A Pact With The Sun (by NCERT),English,Class 6,English,29/10/2020,100,11,11
do_31310352226590720011773,Delhi_ Accountancy - I - Not for Profit Organisation & Parternship Accounts (by NCERT),English,Class 12,Accountancy,08/09/2020,100,5,5
do_31310352159870976011211,Delhi_ Accountancy Financial Accounting - I (by NCERT),English,Class 11,Accountancy,08/09/2020,100,8,8
do_31313957309806182411968,Delhi_ Accountancy Financial Accounting - II (by NCERT),English,Class 11,Accountancy,29/10/2020,0,0,0
do_31313957341921280013248,Delhi_ Accountancy Part - II (by NCERT),English,Class 12,Accountancy,29/10/2020,0,0,0
do_31313957272947097613964,Delhi_ An Alien Hand (by NCERT),English,Class 7,English,29/10/2020,100,11,11
do_31310352038809600011749,Delhi_ Beehive English Text Book (by NCERT),English,Class 9,English,08/09/2020,100,11,11
do_31310352178212864011769,Delhi_ Biology (by NCERT),English,Class 12,Biology,08/09/2020,100,16,16
do_31310352106962944011616,Delhi_ Biology (by NCERT),English,Class 11,Biology,08/09/2020,100,22,22
do_3131035215555543041972,Delhi_ Business Studies (by NCERT),English,Class 11,Business Studies,08/09/2020,100,11,11
do_3131395733786542081909,Delhi_ Business Studies -II (by NCERT),English,Class 12,Business Studies,29/10/2020,0,0,0
do_31310352222534860811715,Delhi_ Business Studies Part -1 (by NCERT),English,Class 12,Business Studies,08/09/2020,100,8,8
do_31310352182200729611691,Delhi_ Chemistry Part 1 (by NCERT),English,Class 12,Chemistry,08/09/2020,100,9,9
do_31313957321972940813776,Delhi_ Chemistry Part II (by NCERT),English,Class 12,Chemistry,29/10/2020,0,0,0
do_31310352110985216011698,Delhi_ Chemistry Part-1 (by NCERT),English,Class 11,Chemistry,08/09/2020,100,7,7
do_31313957297703321612400,Delhi_ Chemistry Part-2 (by NCERT),English,Class 11,Chemistry,29/10/2020,0,0,0
do_3131395735014686721913,Delhi_ Computerised Accounting System (by NCERT),English,Class 12,Accountancy,29/10/2020,0,0,0
do_31310352053252915211602,Delhi_ Contemporary India 1 (by NCERT),English,Class 9,Geography,08/09/2020,100,6,6
do_31310352084240793611199,Delhi_ Contemporary India Part-II (by NCERT),English,Class 10,Geography,08/09/2020,100,7,7
do_31310352210571264011321,Delhi_ Contemporary World Politics (by NCERT),English,Class 12,Political Science,08/09/2020,100,9,9
do_31310352092566323211259,Delhi_ Democratic Politics Part-II (by NCERT),English,Class 10,Political Science,08/09/2020,100,8,8
do_31310352057452953611694,Delhi_ Economics (by NCERT),English,Class 9,Economics,08/09/2020,100,4,4
do_31310352069753241611757,Delhi_ First Flight - English Textbook (by NCERT),English,Class 10,English,08/09/2020,100,11,11
do_31310352171994316811620,Delhi_ Flamingo - English Core (by NCERT),English,Class 12,English,08/09/2020,100,14,14
do_31313957291319296012396,Delhi_ Footprints without Feet - English Supplementary Reader (by NCERT),English,Class 10,English,29/10/2020,0,0,0
do_31310352194386329611622,Delhi_ Fundamentals of Human Geography (by NCERT),English,Class 12,Geography,08/09/2020,100,10,10
do_31310352123066777611307,Delhi_ Fundamentals of Physical Geography (by NCERT),English,Class 11,Geography,08/09/2020,100,16,16
do_31310351985727078411665,Delhi_ Honeycomb (by NCERT),English,Class 7,English,08/09/2020,100,10,10
do_31310352011993907211743,Delhi_ Honeydew English (by NCERT),English,Class 8,English,08/09/2020,100,10,10
do_31310351959140761611185,Delhi_ Honeysuckle (by NCERT),English,Class 6,English,08/09/2020,100,10,10
do_31310352100674764811261,Delhi_ Hornbill - English Core (by NCERT),English,Class 11,English,08/09/2020,100,14,14
do_31310352080134963211608,Delhi_ India & Contemporary World II (by NCERT),English,Class 10,History,08/09/2020,100,5,5
do_31310352049142169611251,Delhi_ India And The Contemporary World I (by NCERT),English,Class 9,History,08/09/2020,100,5,5
do_3131035219838402561980,Delhi_ India People and Economy (by NCERT),English,Class 12,Geography,08/09/2020,100,12,12
do_31310352127089049611203,Delhi_ India Physical Environment (by NCERT),English,Class 11,Geography,08/09/2020,100,7,7
do_31310352139323801611207,Delhi_ Indian Constitution at Work (by NCERT),English,Class 11,Political Science,08/09/2020,100,10,10
do_3131035213525975041970,Delhi_ Indian Economic Development (by NCERT),English,Class 11,Economics,08/09/2020,100,10,10
do_31310352218488012811323,Delhi_ Indian Society (by NCERT),English,Class 12,Sociology,08/09/2020,100,7,7
do_31310352147515801611767,Delhi_ Introducing Sociology (by NCERT),English,Class 11,Sociology,08/09/2020,100,5,5
do_31310352206527692811711,Delhi_ Introductory Macroeconomics (by NCERT),English,Class 12,Economics,08/09/2020,100,6,6
do_31310352202462822411317,Delhi_ Introductory Microeconomics (by NCERT),English,Class 12,Economics,08/09/2020,100,6,6
do_31313957277073408013768,Delhi_ It so happened English Suppl. (by NCERT),English,Class 8,English,29/10/2020,0,0,0
do_3131395731596984321966,Delhi_ Kaleidoscope - English Elective (by NCERT),English,Class 12,English,29/10/2020,0,0,0
do_31310351925653504011181,Delhi_ Looking Around (by NCERT),English,Class 3,Environmental Studies,08/09/2020,100,24,24
do_31310351938247065611590,Delhi_ Looking Around Book-II (by NCERT),English,Class 4,Environmental Studies,08/09/2020,100,27,27
do_31310351950646476811680,Delhi_ Looking Around Book-III (by NCERT),English,Class 5,Environmental Studies,08/09/2020,100,22,22
do_31310351931922841611735,Delhi_ Marigold (by NCERT),English,Class 4,English,08/09/2020,100,9,9
do_3131035191091527681950,Delhi_ Marigold (by NCERT),English,Class 2,English,08/09/2020,100,10,10
do_31310351902339072011731,Delhi_ Marigold (by NCERT),English,Class 1,English,08/09/2020,100,10,10
do_31310351919307980811584,Delhi_ Marigold (by NCERT),English,Class 3,English,08/09/2020,100,10,10
do_31310351944436940811239,Delhi_ Marigold Book - V (by NCERT),English,Class 5,English,08/09/2020,100,10,10
do_31310351904516505611235,Delhi_ Math-Magic Book 1 Textbook in Mathematics for Class I (by NCERT),English,Class 1,Mathematics,08/09/2020,100,13,13
do_3131035191300505601952,Delhi_ Math-Magic Book 2 Textbook in Mathematics for Class II (by NCERT),English,Class 2,Mathematics,08/09/2020,100,15,15
do_31310351921482137611733,Delhi_ Math-Magic Book 3 Textbook in Mathematics for Class III (by NCERT),English,Class 3,Mathematics,08/09/2020,100,3,3
do_31310351933986406411183,Delhi_ Math-magic Book 4 Textbook In Mathematics For Class IV (by NCERT),English,Class 4,Mathematics,08/09/2020,100,14,14
do_31310351946435788811241,Delhi_ Math-Magic Book 5 Textbook in Mathematics for ClassV (by NCERT),English,Class 5,Mathematics,08/09/2020,100,14,14
do_31310351961320652811684,Delhi_ Mathematics (by NCERT),English,Class 6,Mathematics,08/09/2020,100,14,14
do_31310352102704742411761,Delhi_ Mathematics (by NCERT),English,Class 11,Mathematics,08/09/2020,100,16,16
do_31310352174039040011687,Delhi_ Mathematics Part I (by NCERT),English,Class 12,Mathematics,08/09/2020,100,6,6
do_31313957317981798413774,Delhi_ Mathematics Part II (by NCERT),English,Class 12,Mathematics,29/10/2020,0,0,0
do_31310352040876441611751,Delhi_ Mathematics Textbook for Class IX (by NCERT),English,Class 9,Mathematics,08/09/2020,100,15,15
do_31310351987783270411667,Delhi_ Mathematics Textbook for Class VII (by NCERT),English,Class 7,Mathematics,08/09/2020,100,15,15
do_31310352014132838411669,Delhi_ Mathematics Textbook for Class VIII (by NCERT),English,Class 8,Mathematics,08/09/2020,100,16,16
do_31310352071899545611759,Delhi_ Mathematics textbook for class X (by NCERT),English,Class 10,Mathematics,08/09/2020,100,15,15
do_31313957283166617612392,Delhi_ Moments - English Suppl. Reader (by NCERT),English,Class 9,English,29/10/2020,0,0,0
do_31310352045054361611673,Delhi_ Ncert Science Textbook For Class IX (by NCERT),English,Class 9,Science,08/09/2020,100,15,15
do_31310351999944294411297,Delhi_ Our Environment (by NCERT),English,Class 7,Geography,08/09/2020,100,9,9
do_31310351995941683211594,Delhi_ Our Past II (by NCERT),English,Class 7,History,08/09/2020,100,10,10
do_31310351969712537611686,Delhi_ Our Pasts I (by NCERT),English,Class 6,History,08/09/2020,100,11,11
do_31310352032618905611600,Delhi_ Our Pasts III (by NCERT),English,Class 8,History,08/09/2020,100,10,10
do_31310352114997657611265,Delhi_ Physics Part 1 (by NCERT),English,Class 11,Physics,08/09/2020,100,8,8
do_31310352186443366411771,Delhi_ Physics Part I (by NCERT),English,Class 12,Physics,08/09/2020,100,8,8
do_31313957325945241612538,Delhi_ Physics Part II (by NCERT),English,Class 12,Physics,29/10/2020,0,0,0
do_31313957301731328012536,Delhi_ Physics Part II (by NCERT),English,Class 11,Physics,29/10/2020,0,0,0
do_31310352143334604811703,Delhi_ Political Theory (by NCERT),English,Class 11,Political Science,08/09/2020,100,10,10
do_31310352228723916811717,Delhi_ Politics in India since Independence (by NCERT),English,Class 12,Political Science,08/09/2020,100,9,9
do_31313957333893939212542,Delhi_ Practial Work in Geography - II (by NCERT),English,Class 12,Geography,29/10/2020,0,0,0
do_31313957305885491213772,Delhi_ Practical Work in Geography - Part - I (by NCERT),English,Class 11,Geography,29/10/2020,0,0,0
do_31310352234668851211327,Delhi_ Psychology (by NCERT),English,Class 12,Psychology,08/09/2020,100,9,9
do_31310352163921920011705,Delhi_ Psychology (by NCERT),English,Class 11,Psychology,08/09/2020,100,9,9
do_3131395726465597441901,Delhi_ Raindrop-II (by NCERT),English,Class 2,English,29/10/2020,100,16,16
do_31313957262428569613244,Delhi_ Raindrops-I (by NCERT),English,Class 1,English,29/10/2020,100,20,20
do_3131035202443100161966,Delhi_ Resources and Development (by NCERT),English,Class 8,Geography,08/09/2020,100,6,6
do_31310351965572300811289,Delhi_ SCIENCE TEXT BOOK FOR CLASS VI (by NCERT),English,Class 6,Science,08/09/2020,100,16,16
do_31310351991868620811245,Delhi_ SCIENCE TEXTBOOK FOR CLASS VII (by NCERT),English,Class 7,Science,08/09/2020,100,18,18
do_31310352018284544011671,Delhi_ Science Textbook for Class VIII (by NCERT),English,Class 8,Science,08/09/2020,100,18,18
do_31310352076073369611257,Delhi_ Science Textbook for Class X (by NCERT),English,Class 10,Science,08/09/2020,100,16,16
do_31313957293452492812398,Delhi_ Snapshot - English Suppl. Core (by NCERT),English,Class 11,English,29/10/2020,0,0,0
do_31310352003919052811739,Delhi_ Social and Political Life - II (by NCERT),English,Class 7,Political Science,08/09/2020,100,9,9
do_31310352028476211211598,Delhi_ Social and Political Life - III (by NCERT),English,Class 8,Political Science,08/09/2020,100,10,10
do_31310351977701376011690,Delhi_ Social and Political Life- I (by NCERT),English,Class 6,Political Science,08/09/2020,100,9,9
do_31310352214552576011713,Delhi_ Social Change and Development in India (by NCERT),English,Class 12,Sociology,08/09/2020,100,8,8
do_31310352131127705611765,Delhi_ Statistics for Economics (by NCERT),English,Class 11,Economics,08/09/2020,100,9,9
do_3131035197369221121957,Delhi_ The Earth: Our Habitat (by NCERT),English,Class 6,Geography,08/09/2020,100,8,8
do_31310352190416486411271,Delhi_ Themes in Indian History Part-I (by NCERT),English,Class 12,History,08/09/2020,100,4,4
do_31313957329960140811970,Delhi_ Themes in Indian History Part-II (by NCERT),English,Class 12,History,29/10/2020,0,0,0
do_31313957346184396812544,Delhi_ Themes in Indian History Part-III (by NCERT),English,Class 12,History,29/10/2020,0,0,0
do_31310352119002726411305,Delhi_ Themes in World History (by NCERT),English,Class 11,History,08/09/2020,100,4,4
do_31310352088405606411303,Delhi_ Understanding Economic Development (by NCERT),English,Class 10,Economics,08/09/2020,100,5,5
do_31310352151598694411313,Delhi_ Understanding Society (by NCERT),English,Class 11,Sociology,08/09/2020,100,5,5
do_31313957313879244813246,Delhi_ Vistas; English Suppl. Reader Core (by NCERT),English,Class 12,English,29/10/2020,0,0,0
do_31313957285176115213770,Delhi_ Words And Expression I (by NCERT),English,Class 9,English,29/10/2020,0,0,0
do_31313957354107699213430,Delhi_ Words and Expressions -II (by NCERT),English,Class 10,English,29/10/2020,0,0,0
do_31313957295646310413655,Delhi_ Woven Words (by NCERT),English,Class 11,English,29/10/2020,0,0,0
do_31310352098679193611612,Delhi_ अंतरा भाग 1 (by NCERT),Hindi,Class 11,Hindi,08/09/2020,100,19,19
do_31310352169952870411685,Delhi_ अंतरा भाग-2 (by NCERT),Hindi,Class 12,Hindi,08/09/2020,100,21,21
do_31310352059473100811677,Delhi_ अर्थशास्त्र (by NCERT),Hindi,Class 9,Economics,08/09/2020,100,4,4
do_31310352096531251211679,Delhi_ आरोह भाग-1 (by NCERT),Hindi,Class 11,Hindi,08/09/2020,100,20,20
do_3131035216793600001976,Delhi_ आरोह भाग-2 (by NCERT),Hindi,Class 12,Hindi,08/09/2020,100,18,18
do_31310352090569932811696,Delhi_ आर्थिक विकास की समझ (by NCERT),Hindi,Class 10,Economics,08/09/2020,100,5,5
do_31310351952687923211243,Delhi_ आस-पास (by NCERT),Hindi,Class 5,Environmental Studies,08/09/2020,100,22,22
do_31310351927809638411282,Delhi_ आस-पास (by NCERT),Hindi,Class 3,Environmental Studies,08/09/2020,100,24,24
do_3131035194043351041955,Delhi_ आस-पास (by NCERT),Hindi,Class 4,Environmental Studies,08/09/2020,100,27,27
do_31313957279104204812390,Delhi_ कृतिका भाग -1 (by NCERT),Hindi,Class 9,Hindi,29/10/2020,0,0,0
do_31313957287242137613966,Delhi_ कृतिका भाग -2 (by NCERT),Hindi,Class 10,Hindi,29/10/2020,0,0,0
do_31310352034657075211191,Delhi_ क्षितिज भाग -1 (by NCERT),Hindi,Class 9,Hindi,08/09/2020,100,17,17
do_31310352065652326411195,Delhi_ क्षितिज भाग -2 (by NCERT),Hindi,Class 10,Hindi,08/09/2020,100,17,17
do_31310352104726528011614,Delhi_ गणित (by NCERT),Hindi,Class 11,Mathematics,08/09/2020,100,16,16
do_31310352074059776011255,Delhi_ गणित कक्षा 10 के लिए पाठ्यपुस्तक (by NCERT),Hindi,Class 10,Mathematics,08/09/2020,100,15,15
do_31310351989828812811293,Delhi_ गणित कक्षा 7 की पाठ्यपुस्तक (by NCERT),Hindi,Class 7,Mathematics,08/09/2020,100,15,15
do_3131035204299898881968,Delhi_ गणित कक्षा 9 के लिए पाठ्यपुस्तक (by NCERT),Hindi,Class 9,Mathematics,08/09/2020,100,15,15
do_31310351963525939211187,Delhi_ गणित कक्षा ६ की पाठ्यपुस्तक (by NCERT),Hindi,Class 6,Mathematics,08/09/2020,100,14,14
do_31310351948535398411678,Delhi_ गणित का जादू (by NCERT),Hindi,Class 5,Mathematics,08/09/2020,100,14,14
do_31310351906584166411676,Delhi_ गणित का जादू भाग 1 (by NCERT),Hindi,Class 1,Mathematics,08/09/2020,100,13,13
do_31310351915157913611582,Delhi_ गणित का जादू भाग 2 (by NCERT),Hindi,Class 2,Mathematics,08/09/2020,100,15,15
do_31310351923567820811586,Delhi_ गणित का जादू भाग 3 (by NCERT),Hindi,Class 3,Mathematics,08/09/2020,100,14,14
do_31310351936206438411588,Delhi_ गणित का जादू भाग 4 (by NCERT),Hindi,Class 4,Mathematics,08/09/2020,100,14,14
do_31310352176223846411707,Delhi_ गणित पाठ्य पुस्तक भाग -1 (by NCERT),Hindi,Class 12,Mathematics,08/09/2020,100,6,6
do_3131395731998720001968,Delhi_ गणित पाठ्य पुस्तक भाग -2 (by NCERT),Hindi,Class 12,Mathematics,29/10/2020,0,0,0
do_31310352016209510411745,Delhi_ गणित; कक्षा 8 के लिए पाठ्य पुस्तक (by NCERT),Hindi,Class 8,Mathematics,08/09/2020,100,16,16
do_31310352180221542411689,Delhi_ जीव विज्ञान (by NCERT),Hindi,Class 12,Biology,08/09/2020,100,16,16
do_31310352108987187211201,Delhi_ जीव विज्ञान (by NCERT),Hindi,Class 11,Biology,08/09/2020,100,22,22
do_3131035198373150721959,Delhi_ दूर्वा भाग - 2 (by NCERT),Hindi,Class 7,Hindi,08/09/2020,100,18,18
do_31310351957082931211682,Delhi_ दूर्वा भाग 1 (by NCERT),Hindi,Class 6,Hindi,08/09/2020,100,28,28
do_31310352010012262411299,Delhi_ दूर्वा भाग 3 (by NCERT),Hindi,Class 8,Hindi,08/09/2020,100,19,19
do_31310351975691059211663,Delhi_ पृथ्वी - हमारा आवास (by NCERT),Hindi,Class 6,Geography,08/09/2020,100,8,8
do_31313957270861414413766,Delhi_ बाल महाभारत कथा (by NCERT),Hindi,Class 7,Hindi,29/10/2020,100,41,41
do_31313957266716262413764,Delhi_ बाल रामकथा (by NCERT),Hindi,Class 6,Hindi,29/10/2020,100,13,13
do_31310352051273728011675,Delhi_ भारत और समकालीन विश्‍व-1 (by NCERT),Hindi,Class 9,History,08/09/2020,100,5,5
do_31310352082138726411197,Delhi_ भारत और समकालीन विश्‍व-2 (by NCERT),Hindi,Class 10,History,08/09/2020,100,5,5
do_31310352141314457611269,Delhi_ भारत का संविधान सिध्दांत और व्यवहार (by NCERT),Hindi,Class 11,Political Science,08/09/2020,100,10,10
do_31313957274993459211962,Delhi_ भारत की खोज (by NCERT),Hindi,Class 8,History,29/10/2020,0,0,0
do_31310352129151795211205,Delhi_ भारत भौतिक पर्यावरण (by NCERT),Hindi,Class 11,Geography,08/09/2020,100,7,7
do_31310352216510464011221,Delhi_ भारत में सामाजिक परिवर्तन एवं विकास (by NCERT),Hindi,Class 12,Sociology,08/09/2020,100,8,8
do_31310352200417280011217,Delhi_ भारत लोग और अर्थव्यवस्था (by NCERT),Hindi,Class 12,Geography,08/09/2020,100,12,12
do_31310352137306112011618,Delhi_ भारतीय अर्थव्यवस्था का विकास (by NCERT),Hindi,Class 11,Economics,08/09/2020,100,10,10
do_31310352192388300811215,Delhi_ भारतीय इतिहास के कुछ विषय-I (by NCERT),Hindi,Class 12,History,08/09/2020,100,4,4
do_31313957331928678411972,Delhi_ भारतीय इतिहास के कुछ विषय-II (by NCERT),Hindi,Class 12,History,29/10/2020,0,0,0
do_31313957348142284813778,Delhi_ भारतीय इतिहास के कुछ विषय-III (by NCERT),Hindi,Class 12,History,29/10/2020,0,0,0
do_31310352220569600011325,Delhi_ भारतीय समाज (by NCERT),Hindi,Class 12,Sociology,08/09/2020,100,7,7
do_3131395730783518721905,Delhi_ भूगोल में प्रयोगात्मक कार्य भाग -I (by NCERT),Hindi,Class 11,Geography,29/10/2020,0,0,0
do_31313957335860019211974,Delhi_ भूगोल में प्रयोगात्मक कार्य भाग 2 (by NCERT),Hindi,Class 12,Geography,29/10/2020,0,0,0
do_31310352125066444811701,Delhi_ भौतिक भूगोल के मूल सिद्धांत (by NCERT),Hindi,Class 11,Geography,08/09/2020,100,16,16
do_3131035218845040641978,Delhi_ भौतिकी भाग -I (by NCERT),Hindi,Class 12,Physics,08/09/2020,100,8,8
do_31313957327933440012540,Delhi_ भौतिकी भाग -II (by NCERT),Hindi,Class 12,Physics,29/10/2020,0,0,0
do_31310352116992409611763,Delhi_ भौतिकी भाग I (by NCERT),Hindi,Class 11,Physics,08/09/2020,100,8,8
do_31313957303816192011966,Delhi_ भौतिकी भाग II (by NCERT),Hindi,Class 11,Physics,29/10/2020,0,0,0
do_31310352165910937611213,Delhi_ मनोविज्ञान (by NCERT),Hindi,Class 11,Psychology,08/09/2020,100,9,9
do_31310352236644761611227,Delhi_ मनोविज्ञान (by NCERT),Hindi,Class 12,Psychology,08/09/2020,100,9,9
do_31310352196385177611709,Delhi_ मानव भूगोल के मूल सिद्धांत (by NCERT),Hindi,Class 12,Geography,08/09/2020,100,10,10
do_31310352184297062411315,Delhi_ रसायन भाग-1 (by NCERT),Hindi,Class 12,Chemistry,08/09/2020,100,9,9
do_31310352113002086411263,Delhi_ रसायन विज्ञान भाग-1 (by NCERT),Hindi,Class 11,Chemistry,08/09/2020,100,7,7
do_3131395729972592641903,Delhi_ रसायन विज्ञानं भाग २ (by NCERT),Hindi,Class 11,Chemistry,29/10/2020,0,0,0
do_31310352145318707211311,Delhi_ राजनीतिक सिद्धांत (by NCERT),Hindi,Class 11,Political Science,08/09/2020,100,10,10
do_31310351900026470411729,Delhi_ रिमझिम (by NCERT),Hindi,Class 1,Hindi,08/09/2020,100,22,22
do_3131035190870179841948,Delhi_ रिमझिम 2 (by NCERT),Hindi,Class 2,Hindi,08/09/2020,100,15,15
do_31310351917236224011661,Delhi_ रिमझिम 3 (by NCERT),Hindi,Class 3,Hindi,08/09/2020,100,14,14
do_31310351942443008011237,Delhi_ रिमझिम भाग -v (by NCERT),Hindi,Class 5,Hindi,08/09/2020,100,18,18
do_31310351929843712011284,Delhi_ रिमझिम भाग IV (by NCERT),Hindi,Class 4,Hindi,08/09/2020,100,14,14
do_31310352230711296011223,Delhi_ लेखाशास्त्र - अलाभकारी संस्थाएं एवं साझेदारी खाते (by NCERT),Hindi,Class 12,Accountancy,08/09/2020,100,5,5
do_31313957344203571211976,Delhi_ लेखाशास्त्र -कंपनी खाते एवं वित्तीय विवरणों का विश्लेषण (by NCERT),Hindi,Class 12,Accountancy,29/10/2020,0,0,0
do_31310352161934540811683,Delhi_ लेखाशास्त्र- वित्तीय लेखांकन भाग-1 (by NCERT),Hindi,Class 11,Accountancy,08/09/2020,100,8,8
do_31313957311818137612402,Delhi_ लेखाशास्त्र- वित्तीय लेखांकन भाग-2 (by NCERT),Hindi,Class 11,Accountancy,29/10/2020,0,0,0
do_31310352094544691211610,Delhi_ लोकतांत्रिक राजनीति-2 (by NCERT),Hindi,Class 10,Political Science,08/09/2020,100,7,7
do_31310352063529779211253,Delhi_ लोक्तांत्रिक राजनिति (by NCERT),Hindi,Class 9,Political Science,08/09/2020,100,5,5
do_31310351981691699211737,Delhi_ वसंत भाग- 2 (by NCERT),Hindi,Class 7,Hindi,08/09/2020,100,20,20
do_31310351954708070411287,Delhi_ वसंत भाग-1 (by NCERT),Hindi,Class 6,Hindi,08/09/2020,100,17,17
do_3131035200794214401964,Delhi_ वसंत भाग-3 (by NCERT),Hindi,Class 8,Hindi,08/09/2020,100,18,18
do_31310352078132838411606,Delhi_ विज्ञान (by NCERT),Hindi,Class 10,Science,08/09/2020,100,16,16
do_31310351993934643211592,Delhi_ विज्ञान कक्षा 7 के लिए पाठ्यपुस्तक (by NCERT),Hindi,Class 7,Science,08/09/2020,100,18,18
do_31310352047136768011753,Delhi_ विज्ञान कक्षा 9 के लिए पाठ्यपुस्तक (by NCERT),Hindi,Class 9,Science,08/09/2020,100,15,15
do_31310352020365312011596,Delhi_ विज्ञान कक्षा आठ के लिये पाठ्य -पुस्तक (by NCERT),Hindi,Class 8,Science,08/09/2020,100,18,18
do_31310351967693209611291,Delhi_ विज्ञान कक्षा ६ के लिए पाठ्य पुस्तक (by NCERT),Hindi,Class 6,Science,08/09/2020,100,16,16
do_31310352121022873611267,Delhi_ विश्व इतिहास के कुछ विषय (by NCERT),Hindi,Class 11,History,08/09/2020,100,11,11
do_3131035215756328961974,Delhi_ व्यवसाय अध्ययन (by NCERT),Hindi,Class 11,Business Studies,08/09/2020,100,11,11
do_31310352224622182411695,Delhi_ व्यवसाय अध्ययन भाग 1 (by NCERT),Hindi,Class 12,Business Studies,08/09/2020,100,8,8
do_3131395733990440961911,Delhi_ व्यवसाय अध्ययन भाग 2 (by NCERT),Hindi,Class 12,Business Studies,29/10/2020,0,0,0
